宋江 [0, -7.190742187500001e-05, -0.00014381484375000002, -0.00028762968750000004, -0.0005752593750000001, -0.0011505187500000002, -0.0023010375000000003, -0.004602075000000001, -0.009204150000000001, -0.018408300000000002, -0.036816600000000005, 0.0633134, 0.029124662500000002, -0.0050640749999999995, -0.010128149999999999, -0.020256299999999998, -0.0224288, -0.026084200000000002, -0.0141547, 0.014306300000000001, 0.0636621, 0.029309575, -0.005042949999999999, -0.010085899999999998, -0.020171799999999997, -0.027492549999999998, -0.0348133, 0.0009463000000000006, 0.0301247, 0.024420399999999995, -0.0547436, 0.0008813000000000015, -0.022981199999999997, -0.012934999999999999]
李逵 [0, -3.28204345703125e-07, -6.5640869140625e-07, -1.3128173828125e-06, -2.625634765625e-06, -5.25126953125e-06, -1.05025390625e-05, -2.1005078125e-05, -4.201015625e-05, -8.40203125e-05, -0.000168040625, -0.00033608125, -0.0006721625, -0.001344325, -0.00268865, -0.0053773, -0.0107546, -0.0215092, -0.023082425, -0.02465565, -0.0493113, -0.0283246625, -0.007338025, -0.01467605, -0.0293521, -0.014550380468749999, 0.0002513390625, 0.000502678125, 0.00100535625, 0.0020107125, 0.004021425, 0.00804285, 0.0160857, 0.0]
吴用 [0, -0.00024626640625, -0.0004925328125, -0.000985065625, -0.00197013125, -0.0039402625, -0.007880525, -0.01576105, -0.0315221, -0.015609391796874999, 0.00030331640625, 0.0006066328125, 0.001213265625, 0.00242653125, 0.0048530625, 0.009706125, 0.01941225, 0.0388245, 0.0190102640625, -0.000803971875, -0.00160794375, -0.0032158875, -0.006431775, -0.01286355, -0.0257271, -0.0514542, -0.0257271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
林冲 [0, -0.001174, -0.002348, -0.004696, -0.009392, -0.018784, -0.0151492875, -0.011514575, -0.02302915, -0.0460583, -0.023029149213790897, 1.572418212890624e-09, 3.144836425781248e-09, 6.289672851562496e-09, 1.2579345703124991e-08, 2.5158691406249983e-08, 5.0317382812499966e-08, 1.0063476562499993e-07, 2.0126953124999986e-07, 4.025390624999997e-07, 8.050781249999995e-07, 1.610156249999999e-06, 3.220312499999998e-06, 6.440624999999996e-06, 1.2881249999999991e-05, 2.5762499999999982e-05, 5.1524999999999965e-05, 0.00010304999999999993, 0.00020609999999999986, 0.0004121999999999997, 0.0008243999999999994, 0.0016487999999999989, 0.100902, 0.0]
武松 [0, 1.1829296874999998e-05, 2.3658593749999995e-05, 4.731718749999999e-05, 9.463437499999998e-05, 0.00018926874999999996, 0.0003785374999999999, 0.0007570749999999998, 0.0015141499999999997, 0.0030282999999999994, 0.006056599999999999, 0.012113199999999998, 0.0226052, 0.0559162, -0.011187200000000005, -0.021858, -0.010929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
戴宗 [0, 1.3447570800781273e-08, 2.6895141601562547e-08, 5.379028320312509e-08, 1.0758056640625019e-07, 2.1516113281250037e-07, 4.3032226562500075e-07, 8.606445312500015e-07, 1.721289062500003e-06, 3.442578125000006e-06, 6.885156250000012e-06, 1.3770312500000024e-05, 2.7540625000000048e-05, 5.5081250000000095e-05, 0.00011016250000000019, 0.00022032500000000038, 0.00044065000000000076, 0.0008813000000000015, 0.015116099999999997, 0.0075580499999999985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0]
刘唐 [0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
鲁智深 [0, 0.0116579, 0.0233158, 0.0466316, 0.023315799133959415, -1.7320811748504638e-09, -3.4641623497009276e-09, -6.928324699401855e-09, -1.385664939880371e-08, -2.771329879760742e-08, -5.542659759521484e-08, -1.1085319519042968e-07, -2.2170639038085936e-07, -4.4341278076171873e-07, -8.868255615234375e-07, -1.773651123046875e-06, -3.54730224609375e-06, -7.0946044921875e-06, -1.4189208984375e-05, -2.837841796875e-05, -5.67568359375e-05, -0.000113513671875, -0.00022702734375, -0.0004540546875, -0.000908109375, -0.00181621875, -0.0036324375, -0.007264875, -0.01452975, -0.0290595, -0.01452975, 0.0, 0.0, 0.0]
梁中书 [0, 0.0004283265625, 0.000856653125, 0.00171330625, 0.0034266125, 0.006853225, 0.01370645, 0.0274129, 0.013706453493261337, 6.986522674560547e-09, 1.3973045349121093e-08, 2.7946090698242187e-08, 5.589218139648437e-08, 1.1178436279296875e-07, 2.235687255859375e-07, 4.47137451171875e-07, 8.9427490234375e-07, 1.7885498046875e-06, 3.577099609375e-06, 7.15419921875e-06, 1.43083984375e-05, 2.8616796875e-05, 5.723359375e-05, 0.0001144671875, 0.000228934375, 0.00045786875, 0.0009157375, 0.001831475, 0.00366295, 0.0073259, 0.0146518, 0.0293036, -0.0348852, 0]
石勇 [0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0]
