刘备 [-0.0709278, -0.033025425, 0.00487695, 0.0097539, 0.0195078, -0.0293521, 0.0018618000000000037, 0.0014253500000000023, 0.0009889000000000009, -0.023535800000000003, 0.0433137, 0.0015266999999999989, -0.0522922, 0.0388245, -0.011293250000000001, -0.061411, 0.001628400000000002, -0.0394564, 0.0012535000000000046, -0.018099099999999996, -0.0374517, -0.017731000000000004, -0.008584125000000001, 0.000562749999999999, 0.001125499999999998, -0.035934799999999996, -0.0729951, -0.0674501, -0.0619051, -0.03420770000000001, -0.017103850000000004, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
曹操 [0, 0.0015109000000000025, -0.005930899999999996, -0.03758589999999999, -0.0692409, -0.0315221, 0.011520500000000003, -0.0488924, -0.0593603, -0.0119031, 0.001412499999999997, 0.0188752, -0.0335674, 0.0011899000000000007, 0.0181777, 0.009236400000000006, -0.031029799999999996, -0.071296, -0.0224119, 0.0264722, -0.0319754, -0.015261049999999998, 0.0014533000000000046, -0.024627249999999996, -0.0507078, -0.004737399999999999, 0.041233, -0.0832696, -0.0416348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
孔明 [0, 8.345546875e-05, 0.0001669109375, 0.000333821875, 0.00066764375, 0.0013352875, 0.002670575, 0.00534115, 0.0106823, 0.0213646, 0.0427292, 0.0321333, -0.0348852, 0.0195078, 0.0100971, 0.0006864000000000002, 0.0013728000000000004, 0.0012190000000000013, 0.0010652000000000023, 0.02278155, 0.0444979, -0.0475307, -0.023467875, 0.0005949500000000003, 0.0011899000000000007, -0.0050279, -0.0112457, -0.0224914, -0.0449828, -0.0374517, -0.002068599999999997, 0.033314500000000004, -0.0640412, -0.0174273, -0.023350899999999997, -0.0380167, -0.01900835, 0.0, 0, 0, 0]
孙权 [0, 0.000248680078125, 0.00049736015625, 0.0009947203125, 0.001989440625, 0.00397888125, 0.0079577625, 0.015915525, 0.03183105, 0.0636621, 0.06259875, 0.0615354, 0.0325598, 0.0153617125, -0.0018363750000000003, -0.0036727500000000007, -0.007345500000000001, -0.014691000000000003, 0.0492729, 0.02790139375, 0.0065298875, 0.013059775, 0.02611955, 0.0522391, 0.026388525, 0.0005379500000000006, 0.0010759000000000012, 0.016453475000000002, 0.03183105, 0.0636621, 0.03269364375, 0.0017251875000000006, 0.003450375000000001, 0.006900750000000002, 0.013801500000000005, 0.02760300000000001, 0.013801500000000005, 0.0, 0.0, 0.0, 0.0]
关羽 [0.0, 0.0079577625, 0.015915525, 0.03183105, 0.0636621, 0.0246725125, -0.014317075, -0.02863415, -0.0572683, -0.028603064990234375, 6.217001953125e-05, 0.0001243400390625, 0.000248680078125, 0.00049736015625, 0.0009947203125, 0.001989440625, 0.00397888125, 0.0079577625, 0.015915525, 0.03183105, 0.0636621, 0.03376180625, 0.0038615124999999994, 0.007723024999999999, 0.015446049999999998, 0.030892099999999995, -0.0307055, 0.05855665, 0.1478188, 0.0739094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
张飞 [0.0, 1.0208593750000007e-05, 2.0417187500000014e-05, 4.083437500000003e-05, 8.166875000000006e-05, 0.00016333750000000011, 0.00032667500000000023, 0.0006533500000000005, 0.001306700000000001, 0.012971575, 0.02463645, 0.0492729, 0.02463913125, 5.362500000000002e-06, 1.0725000000000003e-05, 2.1450000000000006e-05, 4.290000000000001e-05, 8.580000000000003e-05, 0.00017160000000000005, 0.0003432000000000001, 0.0006864000000000002, 0.0013728000000000004, -1.6456249999999848e-05, -0.0014057125, -0.002811425, -0.00562285, -0.0112457, -0.0224914, -0.0449828, -0.0224914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
姜维 [0, -1.919376663863659e-11, -3.838753327727318e-11, -7.677506655454636e-11, -1.535501331090927e-10, -3.071002662181854e-10, -6.142005324363708e-10, -1.2284010648727417e-09, -2.4568021297454834e-09, -4.913604259490967e-09, -9.827208518981933e-09, -1.9654417037963867e-08, -3.9308834075927734e-08, -7.861766815185547e-08, -1.5723533630371094e-07, -3.1447067260742187e-07, -6.289413452148437e-07, -1.2578826904296875e-06, -2.515765380859375e-06, -5.03153076171875e-06, -1.00630615234375e-05, -2.0126123046875e-05, -4.025224609375e-05, -8.05044921875e-05, -0.000161008984375, -0.00032201796875, -0.0006440359375, -0.001288071875, -0.00257614375, -0.0051522875, -0.010304575, -0.02060915, -0.0412183, 0.002022000000000003, 0.009842462500000001, 0.017662925, 0.03532585, 0.0706517, 0.02546205, -0.019727599999999998, -0.0449828]
刘禅 [0, 7.231626659631729e-11, 1.4463253319263457e-10, 2.8926506638526915e-10, 5.785301327705383e-10, 1.1570602655410766e-09, 2.314120531082153e-09, 4.628241062164306e-09, 9.256482124328613e-09, 1.8512964248657226e-08, 3.702592849731445e-08, 7.40518569946289e-08, 1.481037139892578e-07, 2.962074279785156e-07, 5.924148559570312e-07, 1.1848297119140624e-06, 2.369659423828125e-06, 4.73931884765625e-06, 9.4786376953125e-06, 1.8957275390625e-05, 3.791455078125e-05, 7.58291015625e-05, 0.000151658203125, 0.00030331640625, 0.0006066328125, 0.001213265625, 0.00242653125, 0.0048530625, 0.009706125, 0.01941225, 0.0388245, 0.0636621, 0.0035806749999999984, -0.05650075, -0.1130015, 0.001458000000000001, -0.008183, -0.017824, -0.035648, -0.071296, -0.0335674]
司马懿 [0, 2.75333970785141e-10, 5.50667941570282e-10, 1.101335883140564e-09, 2.202671766281128e-09, 4.405343532562256e-09, 8.810687065124512e-09, 1.7621374130249023e-08, 3.524274826049805e-08, 7.04854965209961e-08, 1.409709930419922e-07, 2.819419860839844e-07, 5.638839721679688e-07, 1.1277679443359375e-06, 2.255535888671875e-06, 4.51107177734375e-06, 9.0221435546875e-06, 1.8044287109375e-05, 3.608857421875e-05, 7.21771484375e-05, 0.000144354296875, 0.00028870859375, 0.0005774171875, 0.001154834375, 0.00230966875, 0.0046193375, 0.009238675, 0.01847735, 0.0369547, 0.0739094, 0.1478188, 0.066325425, -0.01516795, -0.0303359, -0.0606718, -0.015499199999999998, -0.01872390000000001, -0.009361950000000004, 0, 0, 0]
鲁肃 [0, -1.37941162109375e-05, -2.7588232421875e-05, -5.517646484375e-05, -0.0001103529296875, -0.000220705859375, -0.00044141171875, -0.0008828234375, -0.001765646875, -0.00353129375, -0.0070625875, -0.014125175, -0.02825035, -0.0565007, -0.048376325, -0.04025195, -0.0805039, -0.07222735, -0.0639508, -0.0319754, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
