宝玉 [0, 0.01778955, 0.0355791, -0.007580400000000001, -0.019303400000000002, -0.031026400000000003, -0.018927700000000002, 0.001137199999999998, 0.0209195, 0.013173199999999996, -0.0282991, -0.034928, 0.013142000000000001, 0.0008711999999999991, -0.0128435, -0.0351686, 0.0320775, 0.03082065, 0.0295638, -0.006838200000000003, -0.010815699999999998, 0.0007784999999999979, -0.008005700000000004, -0.061411, 0.013099300000000001, 0.0279674]
贾母 [0, -0.0277996, 0.011996549999999998, 0.0517927, 0.031476825, 0.01116095, 0.0223219, 0.0446438, 0.01215, -0.0203438, -0.0406876, -0.002944849999999999, 0.0347979, 0.0368112, 0.0388245, 0.01969025, 0.0005560000000000009, 0.0011120000000000019, -0.015676, -0.032464, -0.003560849999999999, 0.0253423, -0.0258152, -0.0129076, 0.0, 0.0]
黛玉 [0.0, -0.000826359375, -0.00165271875, -0.0033054375, -0.006610875, -0.01322175, -0.0264435, -0.0135857, -0.01282955, -0.012073400000000001, -0.0435091, 0.0255682, 0.006022349999999999, -0.0135235, 0.0009574000000000006, 0.016817449999999998, 0.0326775, 0.0008961000000000004, -0.0129486, -0.0267933, -0.0286703, -0.021056799999999997, -0.0460583, -0.09432515, -0.142592, 0]
王夫人 [0, 0.0388245, 0.008166549999999998, -0.0224914, -0.0449828, -0.0220109546875, 0.000960890625, 0.00192178125, 0.0038435625, 0.007687125, 0.01537425, 0.0307485, 0.0388245, 0.016237731249999998, -0.0063490375, -0.012698075, -0.02539615, -0.0507923, -0.03965535, -0.0285184, 0.0008031500000000007, 0.0301247, 0.028950049999999998, 0.0277754, 0.0555508, -0.0437149]
贾政 [0, 0.002914475, 0.00582895, 0.0116579, 0.0233158, 0.0466316, 0.0494602, 0.021929925000000003, -0.00560035, -0.0112007, -0.0224014, -0.0448028, -0.021857682812499998, 0.001087434375, 0.00217486875, 0.0043497375, 0.008699475, 0.01739895, 0.0347979, 0.009623975, -0.01554995, -0.0310999, 0.0014998000000000025, 0.0016151000000000013, 0.0008075500000000006, 0.0]
贾珍 [0.0571841, 0.028704550000000002, 0.0002249999999999995, 0.000449999999999999, 0.000899999999999998, 0.0336539, 0.014764906250000001, -0.0041240875, -0.008248175, -0.01649635, -0.0329927, -0.013664015625, 0.00566466875, 0.0113293375, 0.022658675, 0.04531735, 0.0906347, 0.0955265, 0.0684041, 0.0343843, 0.00036450000000000024, 0.0007290000000000005, 0.001458000000000001, 0.0007290000000000005, 0.0, 0.0]
李纨 [0, -0.039775, -0.019887231616210935, 5.367675781249988e-07, 1.0735351562499976e-06, 2.147070312499995e-06, 4.29414062499999e-06, 8.58828124999998e-06, 1.717656249999996e-05, 3.435312499999992e-05, 6.870624999999984e-05, 0.0001374124999999997, 0.0002748249999999994, 0.0005496499999999988, 0.0010992999999999975, 0.0004957807617187488, -0.0001077384765625, -0.000215476953125, -0.00043095390625, -0.0008619078125, -0.001723815625, -0.00344763125, -0.0068952625, -0.013790525, -0.02758105, -0.0551621]
贾琏 [0, 0.0036607375, 0.007321475, 0.01464295, 0.0292859, 0.0585718, 0.028934471875, -0.00070285625, -0.0014057125, -0.002811425, -0.00562285, -0.0112457, -0.0224914, -0.0449828, -0.019326375, 0.006330050000000001, 0.012660100000000002, 0.025320200000000005, 0.013522309375000003, 0.00172441875, 0.0034488375, 0.006897675, 0.01379535, 0.0275907, 0.0144487, 0.001306700000000001]
晴雯 [0, -0.00014256875, -0.0002851375, -0.000570275, -0.00114055, -0.0022811, -0.0045622, -0.0091244, -0.0182488, -0.0364976, -0.0182984017578125, -9.9203515625e-05, -0.00019840703125, -0.0003968140625, -0.000793628125, -0.00158725625, -0.0031745125, -0.006349025, -0.01269805, -0.0253961, -0.024580725, -0.02376535, -0.0475307, -0.02376535, 0, 0]
薛蟠 [0, 0.0331475, 0.016339464843750002, -0.0004685703125, -0.000937140625, -0.00187428125, -0.0037485625, -0.007497125, -0.01499425, -0.0299885, -0.0403904, -0.0507923, -0.032893275, -0.01499425, -0.0299885, -0.014298970312500001, 0.001390559375, 0.00278111875, 0.0055622375, 0.011124475, 0.02224895, 0.0444979, 0.02224895, 0.0, 0.0, 0.0]
